situation,emotion,dialogues
"I saw a little turtle about to get hit on the road the other day and I was in a hurry and didn't stop and get him. I hope he made it across the road, poor little guy.",guilty,"Customer :A little baby turtle was crossing the road the other day and I was in a hurry and didn't stop and help him. I hope he made it. I usually stop and take them to a creek away from the road. Darn!
Agent : Can't always help unfortunately. I hope the little guy made it, too!"
"I saw a little turtle about to get hit on the road the other day and I was in a hurry and didn't stop and get him. I hope he made it across the road, poor little guy.",guilty,"Customer :They're so pitiful with their little heads up , like where are you mom, where did you go. 
Agent : I wonder how they get all the way to the road away from the other turtles!"
"I saw a little turtle about to get hit on the road the other day and I was in a hurry and didn't stop and get him. I hope he made it across the road, poor little guy.",guilty,"Customer :Can't always help unfortunately. I hope the little guy made it, too!
Agent : They're so pitiful with their little heads up , like where are you mom, where did you go."
"I saw a little turtle about to get hit on the road the other day and I was in a hurry and didn't stop and get him. I hope he made it across the road, poor little guy.",guilty,"Customer :I wonder how they get all the way to the road away from the other turtles!
Agent : They come down a mountain and the creek is on the opposite side of the road I believe"
"My mom has arthritis in her neck, and the pain seems to be traveling down now.",sad,"Customer :My mom has arthritis in her neck, and the pain seems to be traveling down now.
Agent : I am sorry to hear that.. is there any physical therapy that can help her?"
"My mom has arthritis in her neck, and the pain seems to be traveling down now.",sad,"Customer :The doctor just recommended exercise. I'm not sure if they were just busy to do anymore for her or if exercise is the best.
Agent : Usually moving your body helps but it depends on her situation... i would get a 2nd opinion!"
"My mom has arthritis in her neck, and the pain seems to be traveling down now.",sad,"Customer :I am sorry to hear that.. is there any physical therapy that can help her? 
Agent : The doctor just recommended exercise. I'm not sure if they were just busy to do anymore for her or if exercise is the best."
in a hurry to go on vacation!,anxious,"Customer :I am so impatient right now... waiting for the clock to hit 5 so I can go on vacation! 
Agent : How many hours do you have left?"
in a hurry to go on vacation!,anxious,"Customer :4 hours to go! ahhh
Agent : haha not bad! where are you going on vacation?"
in a hurry to go on vacation!,anxious,"Customer :How many hours do you have left?
Agent : 4 hours to go! ahhh"
I was sent to close a deal with a client.,confident,"Customer :So my boss sent me over to close the deal with the Mr Harris. I felt so happy closeing a big client like that.
Agent : Thats great, was the result good?"
I was sent to close a deal with a client.,confident,"Customer :He signed right away and we had a drink to celebrate.
Agent : That's great. How happy were you?"
I was sent to close a deal with a client.,confident,"Customer :Thats great, was the result good?
Agent : He signed right away and we had a drink to celebrate."
I was sent to close a deal with a client.,confident,"Customer :That's great. How happy were you?
Agent : Well lets just say I think im going to get that bonus."
I once saw a snake in the woods and got very scared.,afraid,"Customer :I was in the woods and a snake came out of no where.
Agent : Did it bite you? Are you ok?"
I once saw a snake in the woods and got very scared.,afraid,"Customer :Luckily it did not. I was fine just scared.
Agent : Im glad you are ok. Some of those are poisonous and can kill."
I once saw a snake in the woods and got very scared.,afraid,"Customer :Did it bite you? Are you ok?
Agent : Luckily it did not. I was fine just scared."
My mom went back to school at 63 and recently got her bachelor's in computer science!,proud,"Customer :My mom went back to school at 63 and recently got her bachelor's in computer science!
Agent : Wow That's amazing. You must be very proud of her.  I think coding, etc, seems very hard."
My mom went back to school at 63 and recently got her bachelor's in computer science!,proud,"Customer :Yea. I mean I can't even code. And there goes my mom who didn't even know a browser was, now coding!
Agent : Very inspirational story. They make good money too."
My mom went back to school at 63 and recently got her bachelor's in computer science!,proud,"Customer :Wow That's amazing. You must be very proud of her.  I think coding, etc, seems very hard.
Agent : Yea. I mean I can't even code. And there goes my mom who didn't even know a browser was, now coding!"
"I finally finished my phlebotomy class. It was an hours drive one way, yuck. But thankfully it's over and I can try to get on at a local Hospital. They are hiring I heard.",grateful,"Customer :I finally finished my Phlebotomy class . It was an hour's drive one way, but thankfully it's over and a hospital nearby is hiring I heard. Whew!
Agent : That's amazing! How do you anticipate dealing with people who are afraid of needles?"
"I finally finished my phlebotomy class. It was an hours drive one way, yuck. But thankfully it's over and I can try to get on at a local Hospital. They are hiring I heard.",grateful,"Customer :I would probably tell them to look the other way and that it really isn't very painful. 
Agent : That's good thinking. I hope you won't get too many who are afraid!"
"I finally finished my phlebotomy class. It was an hours drive one way, yuck. But thankfully it's over and I can try to get on at a local Hospital. They are hiring I heard.",grateful,"Customer :That's amazing! How do you anticipate dealing with people who are afraid of needles?
Agent : I would probably tell them to look the other way and that it really isn't very painful."
"I finally finished my phlebotomy class. It was an hours drive one way, yuck. But thankfully it's over and I can try to get on at a local Hospital. They are hiring I heard.",grateful,"Customer :That's good thinking. I hope you won't get too many who are afraid!
Agent : Or pass out on me, lol. Thanks"
Had a interview yesterday. I think it went pretty well. I hope I get the job.,anticipating,"Customer :Had a interview yesterday. I think it went pretty well. I hope I get the job.
Agent : Thats good. Make sure you follow up."
Had a interview yesterday. I think it went pretty well. I hope I get the job.,anticipating,"Customer :Thank you. I did actually. The recruiter sounded pretty positive on the phone.
Agent : That's great. Would this be a good job?"
Had a interview yesterday. I think it went pretty well. I hope I get the job.,anticipating,"Customer :Thats good. Make sure you follow up.
Agent : Thank you. I did actually. The recruiter sounded pretty positive on the phone."
I bought a lottery ticket and was hopeful I would win.,hopeful,"Customer :I bought a lottery ticket and have a feeling I will win.
Agent : Good luck! I hope you'll win!"
I bought a lottery ticket and was hopeful I would win.,hopeful,"Customer :I know my chances are not good but maybe I can get lucky.
Agent : Well, you never know. It's nice to think what you can do with the money though."
I bought a lottery ticket and was hopeful I would win.,hopeful,"Customer :Good luck! I hope you'll win!
Agent : I know my chances are not good but maybe I can get lucky."
"My birthday was last weekend, and no one wished me a Happy Birthday.",sad,"Customer :My birthday was last weekend, and no one wished me a Happy Birthday.
Agent : I'm so sorry to hear that. How sad for you."
"My birthday was last weekend, and no one wished me a Happy Birthday.",sad,"Customer :It is. I've been absorbed in work for the last 3 years and haven't gone out. So I guess everyone kinda moved on without me.
Agent : Did he ditch you as well? And how did the girlfriend react?"
"My birthday was last weekend, and no one wished me a Happy Birthday.",sad,"Customer :I'm so sorry to hear that. How sad for you.
Agent : It is. I've been absorbed in work for the last 3 years and haven't gone out. So I guess everyone kinda moved on without me."
I was thrown a surprise party for my 30th birthday.,surprised,"Customer :For my 30th birthday, my family and friends got together and threw me a surprise birthday party.
Agent : Very nice! Where was the party?"
I was thrown a surprise party for my 30th birthday.,surprised,"Customer :It was held at my parent's house in New Orleans.
Agent : That's really sweet of them. Must've been a big party."
I was thrown a surprise party for my 30th birthday.,surprised,"Customer :Very nice! Where was the party?
Agent : It was held at my parent's house in New Orleans."
I was thrown a surprise party for my 30th birthday.,surprised,"Customer :That's really sweet of them. Must've been a big party.
Agent : Last year my family surprised me for my birthday with a party."
I was told my cat only has a few weeks to live.,sad,"Customer :The vet told me my cat only has a few weeks left to live.
Agent : Thats so terrible! :( Im really sorry... you should do something special everyday and make memories!"
I was told my cat only has a few weeks to live.,sad,"Customer :I plan on it! He is really old so it is just his time to go and I get that but that doesnt make it any easier.
Agent : It really doesnt.. i had to put my dog to sleep and it was extremely painful. I really hope that he can rest without pain and that you can feel better soon.."
I was told my cat only has a few weeks to live.,sad,"Customer :Thats so terrible! :( Im really sorry... you should do something special everyday and make memories! 
Agent : I plan on it! He is really old so it is just his time to go and I get that but that doesnt make it any easier."
I was told my cat only has a few weeks to live.,sad,"Customer :It really doesnt.. i had to put my dog to sleep and it was extremely painful. I really hope that he can rest without pain and that you can feel better soon.. 
Agent : Yeah It is just one of those things we all have to go through at some point."
